pResectionSF,QALMs,SF,NAT
0.0,,1.46,16.290343
0.094,,3.0626999999999995,16.290343
0.188,,4.6654,16.290343
0.28200000000000003,,6.2681000000000004,16.290343
0.376,,7.870799999999999,16.290343
0.47,,9.473499999999998,16.290343
0.5640000000000001,,11.0762,16.290343
0.658,,12.678899999999999,16.290343
0.752,,14.2816,16.290343
0.846,,15.884299999999998,16.290343
0.94,,17.486999999999995,16.290343
